leader,tweets,sentiment
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,No handshakes here between EmmanuelMacron and the King of Spain france coronavirus,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,Macron says EU leaders will take measures necessary to tackle coronavirus EmmanuelMacron France COVID19,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,No handshakes here between EmmanuelMacron and the King of Spain france coronavirus,neutral
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that,positive
Emmanuel Macron,sarahmorriseuro NYGovCuomo ShirliSitbon Despite the coronavirus epidemic the French government wants to show that it remains on top of things But how is the Elysee protecting top politicians like President EmmanuelMacron COVID19,positive
Emmanuel Macron,jasonvanschoor WORLD LEADERS Besides hospitals WHY are not there procedures for grocery stores to check amp prevent sick p,negative
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,No handshakes here between EmmanuelMacron and the King of Spain france coronavirus,neutral
Emmanuel Macron,No handshakes here between EmmanuelMacron and the King of Spain france coronavirus,neutral
Emmanuel Macron,PrÃ©sident EmmanuelMacron will address the French Republic at 19h on television Dublin time tomorrow Ã­s Stage three on the way for France CoronaVirus COVID19,neutral
Emmanuel Macron,No handshakes here between EmmanuelMacron and the King of Spain france coronavirus,neutral
Emmanuel Macron,No handshakes here between EmmanuelMacron and the King of Spain france coronavirus,neutral
Emmanuel Macron,No handshakes here between EmmanuelMacron and the King of Spain france coronavirus,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,Sorry President EmmanuelMacron but I a Geriatrician think PEOPLE SHOULD VISIT the ELDERLY let us ensure we do not if we,negative
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,MiamiHerald nytmike DMRegister BostonGlobe latimes SenateDems Comey JohnBerman DavidJollyFL AprilDRyan NPR CNN jaketapper AC360 us_navyseals USMC USNavy USArmy FBI USCG USNationalGuard JustinTrudeau AngelaMerkeICDU NATO EmmanuelMacron joshscampbell JRubinBlogger BarackObama JohnKingCNN maddow JohnJHarwood SecretService HouseDemocrats SpeakerPelosi GenMhayden mccaffreyr3 Acosta RepAdamSchiff freep PittsburghPG JoeBiden Why only PUTIN PARTY MEMBERS SenateGOP Should the ENTIRE Congress be brief at the same time to hear the exact same words of warning,positive
Emmanuel Macron,MarkRuffalo 100isNow ChrisEvans chrishemsworth AnnastaciaMP stopadani AYCC ShoebridgeMLC algore climatecouncil LeoDiCaprio GladysB POTUS she will exxonmobil Chevron SantosLtd gautam_adani BP_plc LockTheGate aycc_wollongong DanielAndrewsMP NatashaFyles ABarrMLA jacindaardern MarkMcGowanMP NicolaSturgeon EmmanuelMacron markrutte AngelaMerkeICDU JustinTrudeau antonioguterres GetUp PaoloGentiloni narendramodi MayorofLondon Lagarde AbeShinzo three hundred and fifty erna_solberg elonmusk youthvgov UNESCO ScottMorrisonMP WoodsideEnergy GretaThunberg BorisJohnson AlboMP MichaelEMann pgarrett UN Report The world is way off track in dealing with the climate emergency and time is fast running out UN Sec Gen Scientists say the threat was greater than that from the coronavirus and world leaders must not be diverted away from climate action,positive
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everything that is necessary on the health as well as economic fronts PR EmmanuelMacron to Europe vonderleyen eucopresident EP_President Lagarde,positive
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everythi,neutral
Emmanuel Macron,In dealing with the Coronavirus let us leave no room for speculation and instability Europe will have to do everything that is necessary on the health as well as economic fronts EmmanuelMacron,positive
Emmanuel Macron,EmmanuelMacron could you take action on your Ambassador in Mongolia you might have heard that French national have been diagnosed with new coronavirus here in Mongolia but what is disturbing is that your Ambassador went and asked for protection for French national,negative
Emmanuel Macron,Elysee ItalyinFrance EmmanuelMacron Hoping it will not be an opportunity to make other crowded meeting coronavirus,negative
Emmanuel Macron,It is good that the European Council has taken steps to coordinate the efforts of the twenty-seven Member States to tackle the coron,positive
Emmanuel Macron,EmmanuelMacron at yesterday s coronavirus EUCO Symbolic,neutral
Emmanuel Macron,Thanks EmmanuelMacron for sitting in front of a TV screen for coronavirus EUCO,positive
Emmanuel Macron,The question is not how could Coronavirus could upend the hospital but Why t public hospital is already in a state of em,neutral
Emmanuel Macron,it is amazing to see semirational peeps get this levels v growth rate bit completely wrong EmmanuelMacron goes to the,positive
Emmanuel Macron,EmmanuelMacron kuku27 Faced with the Coronavirus let us leave no room for speculation and instability Europe will have to do all that is necessary in health and in economic terms,positive
Emmanuel Macron,EmmanuelMacron Let the coronavirus affect only you and Paul Biya,neutral
Emmanuel Macron,France24 AFP AFPfr euronews EuroParlPress Europarl_EN WHO UN coronavirus update EmmanuelMacron Elysee says France is ready to cope Rt Gloria,positive
Emmanuel Macron,it is amazing to see semirational peeps get this levels v growth rate bit completely wrong EmmanuelMacron goes to the,positive
Emmanuel Macron,EmmanuelMacron President the washing of hands are good but not great The washing of hearts are the ultimate solution W,positive
Emmanuel Macron,EmmanuelMacron President the washing of hands are good but not great The washing of hearts are the ultimate solution We must turn from our wicked ways COVID19fr coronavirus COVID19france CoronavirusOutbreak WuhanCoronavirus worldwide covid19italy,positive
Emmanuel Macron,EmmanuelMacron MonteReports He has politicised the virus Our International Affairs commentator dougf24 discusses the,neutral
Emmanuel Macron,President EmmanuelMacron warns France that it is at just the start of a health epidemic as the coronavirus outbreak c,neutral
Emmanuel Macron,jasonvanschoor WORLD LEADERS Besides hospitals WHY are not there procedures for grocery stores to check amp prevent sick p,negative
Emmanuel Macron,President EmmanuelMacron warns France that it is at just the start of a health epidemic as the coronavirus outbreak c,neutral
Emmanuel Macron,President EmmanuelMacron warns France that it is at just the start of a health epidemic as the coronavirus outbreak c,neutral
Emmanuel Macron,The question is not how could Coronavirus could upend the hospital but Why t public hospital is already in a state of em,neutral
Emmanuel Macron,EmmanuelMacron MonteReports He has politicised the virus Our International Affairs commentator dougf24 discusses the,neutral
Emmanuel Macron,Pres EmmanuelMacron spoke with the force of logic on the Economic and Ecological heresies of aircraft flying empty just to ensure they do not lose their Slots at busy EU airports Slots are but mere conventions not natural laws so suspendable,positive
Emmanuel Macron,President EmmanuelMacron warns France that it is at just the start of a health epidemic as the coronavirus outbreak c,neutral
Emmanuel Macron,President EmmanuelMacron warns France that it is at just the start of a health epidemic as the coronavirus outbreak c,neutral
Emmanuel Macron,MiamiHerald nytmike DMRegister BostonGlobe latimes SenateDems Comey JohnBerman DavidJollyFL AprilDRyan NPR CNN jaketapper AC360 us_navyseals USMC USNavy USArmy FBI USCG USNationalGuard JustinTrudeau AngelaMerkeICDU NATO EmmanuelMacron joshscampbell JRubinBlogger BarackObama JohnKingCNN maddow JohnJHarwood SecretService HouseDemocrats SpeakerPelosi GenMhayden mccaffreyr3 Acosta RepAdamSchiff freep PittsburghPG JoeBiden Social Security Bad Free Tuition Bad Free Healthcare Bad Infrastructure Bad Pay for Covid19 test TAXPAYER paid golf OK Taxbreaks for Rich OK Bailout for Tariffs OK Bailout for Oil Ind OK Bailout for Airlines OK NATIONAL DEBT WHO CARES,positive
Emmanuel Macron,President EmmanuelMacron warns France that it is at just the start of a health epidemic as the coronavirus outbreak creeps closer to the heart of French political power COVID_19,neutral
Emmanuel Macron,MiamiHerald nytmike DMRegister BostonGlobe latimes SenateDems Comey JohnBerman DavidJollyFL AprilDRyan NPR CNN jaketapper AC360 us_navyseals USMC USNavy USArmy FBI USCG USNationalGuard JustinTrudeau AngelaMerkeICDU NATO EmmanuelMacron joshscampbell JRubinBlogger BarackObama JohnKingCNN maddow JohnJHarwood SecretService HouseDemocrats SpeakerPelosi GenMhayden mccaffreyr3 Acosta RepAdamSchiff freep PittsburghPG JoeBiden Asked amp Answered Because 3RD TRAMP FLOTUS could not find a Michelle Obama MichelleObama speech to plagiarize that fit the topic,positive
Emmanuel Macron,it is amazing to see semirational peeps get this levels v growth rate bit completely wrong EmmanuelMacron goes to the theater on Friday amp takes a stroll On Tuesday his culture minister tests positive,positive
Emmanuel Macron,Reuters EmmanuelMacron urges calm after French minister contracts coronavirus and FedericaMog s media are right not to fall into Belgian bad habit see koen_geens1 maggie_deblock vs intelligence asset LimJH12 to ignore threats like COVID19,negative
