Sr. no.,tweets,sentiment,classification
1081,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1082,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1083,While China now brags about how successfully they have controlled the coronavirus outbreak let us not forget how they,neutral,opinion
1084,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
1085,freechina How long will it take for Chinese people to wake up and fight against the evil CCPChina regime chinesevirus,neutral,opinion
1086,In February two thousand and eighteen in Germany eighty-two thousand cases of viral flu and one hundred and thirty-six deaths had been reported I was there and our district hospi,neutral,reporting
1087,China quarantined Wuhan on 22nd January2020 despite 1st case from Wuhan being reported on 10th Dec2019 COVID reflects C,neutral,reporting
1088,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1089,it is a strange world we live in coronavirus COVID19 Wuhan,neutral,opinion
1090,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
1091,Manner in which China conned Italy is breathtaking Italians opened the doors to China only last year amp Chinese sent in,neutral,opinion
1092,AbiyAhmedAli Wtf just we do not want to more talk when the corona begin in wuhan ethio and China travels working right now it means citizens healthy better than economic fuck ethio,neutral,opinion
1093,SAVE YOURSELF FROM CORONA CoronaVirusUpdates Corona CoronavirusOutbreak CoronaVirusPakistan COVID2019 COVIDãƒ¼19 CoronaKatie panicshopping VirusCorona Valimai YesBank Wuhan WuhanCoronavirus WhatsApp uk Tawan_V SidNaazHangover Sunday,neutral,opinion
1094,Unpublished documents from the Chinese Communist regime reveal a 55yearold Wuhan patient suffering from the corona,neutral,opinion
1095,China reports twenty new virus cases jump in imported infections coronavirus ChinaCoronaVirus Cov,neutral,reporting
1096,In February two thousand and eighteen in Germany eighty-two thousand cases of viral flu and one hundred and thirty-six deaths had been reported I was there and our district hospi,neutral,reporting
1097,BS China is now spreading the lie that the US is to blame for the coronavirus Where are their facts They have none,neutral,opinion
1098,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1099,Wuhan doctors Celebrate Closure of Last Temporary Hospital after Dramati via YouTube,neutral,opinion
1100,Recap China may have prevented ninety-five of virus cases if it acted on silenced whistleblower s warning,neutral,reporting
1101,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
1102,Unpublished documents from the Chinese Communist regime reveal a 55yearold Wuhan patient suffering from the corona,neutral,opinion
1103,All signs suggest the Coronavirus is manmade We know it came from China There is a lab in Wuhan that creates Virus,neutral,reporting
1104,China reports twenty new virus cases jump in imported infections coronavirus ChinaCoronaVirus Covid19 China wuhan beijing,neutral,reporting
1105,freechina How long will it take for Chinese people to wake up and fight against the evil CCPChina regime chinesevirus,neutral,opinion
1106,Manner in which China conned Italy is breathtaking Italians opened the doors to China only last year amp Chinese sent in,neutral,opinion
1107,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1108,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
1109,In February two thousand and eighteen in Germany eighty-two thousand cases of viral flu and one hundred and thirty-six deaths had been reported I was there and our district hospi,neutral,reporting
1110,1stPatriotGirl Noahpinion adamhousley May be true for some but there is ppl erroneously ASSUMING those who are not PANICKING are cavalier abt Wuhan I ALWAYS avoid too close contact sanitizedisinfect counters sponges light switches avoid public railshandles wash hands etc amp am NOT panicked,neutral,opinion
1111,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1112,Manner in which China conned Italy is breathtaking Italians opened the doors to China only last year amp Chinese sent in,neutral,opinion
1113,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1114,COVIDãƒ¼19 first case reported on eight December in Wuhan no action taken till January fourteen World bearing cost of silencing,neutral,reporting
1115,COVIDãƒ¼19 first case reported on eight December in Wuhan no action taken till January fourteen World bearing cost of silencing,neutral,reporting
1116,COVIDãƒ¼19 first case reported on eight December in Wuhan no action taken till January fourteen World bearing cost of silencing,neutral,reporting
1117,Poor Europe is forced to live like this because the price of medical supplies here is skyrocketing thanks to CCPChina s di,neutral,opinion
1118,COVIDãƒ¼19 first case reported on eight December in Wuhan no action taken till January fourteen World bearing cost of silencing amp punishing DrLiWenliang WomenWhoCode Health ScienceTwitter NewsAlert science,neutral,opinion
1119,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
1120,But to be safe let us close the border to any nation even our dear friends in Canada if they are not willing to restr,anger,opinion
1121,In February two thousand and eighteen in Germany eighty-two thousand cases of viral flu and one hundred and thirty-six deaths had been reported I was there and our district hospi,neutral,reporting
1122,Poor Europe is forced to live like this because the price of medical supplies here is skyrocketing thanks to CCPChina s di,neutral,opinion
1123,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
1124,Of the thirty-three samples from the Wuhan market that tested positive for the coronavirus officials say thirty-one were from the are,neutral,reporting
1125,In February two thousand and eighteen in Germany eighty-two thousand cases of viral flu and one hundred and thirty-six deaths had been reported I was there and our district hospi,neutral,reporting
1126,Unpublished documents from the Chinese Communist regime reveal a 55yearold Wuhan patient suffering from the corona,neutral,opinion
1127,Is it over Doctors take off masks after closing last temporary coronavirus center Wuhan,neutral,opinion
1128,In February two thousand and eighteen in Germany eighty-two thousand cases of viral flu and one hundred and thirty-six deaths had been reported I was there and our district hospi,neutral,reporting
1129,Manner in which China conned Italy is breathtaking Italians opened the doors to China only last year amp Chinese sent in,neutral,opinion
1130,In February two thousand and eighteen in Germany eighty-two thousand cases of viral flu and one hundred and thirty-six deaths had been reported I was there and our district hospi,neutral,reporting
1131,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
1132,Unpublished documents from the Chinese Communist regime reveal a 55yearold Wuhan patient suffering from the corona,neutral,opinion
1133,Unpublished documents from the Chinese Communist regime reveal a 55yearold Wuhan patient suffering from the corona,neutral,opinion
1134,But they are no frauds Healing properties of Gomutra are proven and one hundred and thirty crore Indians are doing fine probably due to Ayur,neutral,reporting
